"","bsr","currency","dim_unit","dim_x","dim_y","dim_z","price","reviews","reviews_count","weight","weight_unit","sales"
"1994",NA,"EUR",NA,NA,NA,NA,9.49,4.4,NA,NA,NA,NA
"1995",28904,"EUR",NA,NA,NA,NA,11.49,4.1,81,4.1,"von",71.5
"1996",597,"EUR",NA,NA,NA,NA,12.99,3.5,2,NA,NA,391
"1997",341,NA,NA,NA,NA,NA,NA,NA,NA,4,"von",612
"1998",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"1999",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"2000",42,"EUR",NA,NA,NA,NA,23.99,3.9,NA,NA,NA,3990
"2001",NA,"EUR",NA,NA,NA,NA,18.53,NA,NA,NA,NA,NA
"2002",3332,"EUR",NA,NA,NA,NA,9.97,4.3,54,NA,NA,138.5
"2003",NA,"EUR",NA,NA,NA,NA,32.9,4.3,24,NA,NA,NA
"2004",NA,"EUR",NA,NA,NA,NA,15.95,4.8,NA,NA,NA,NA
"2005",NA,"EUR",NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA
"2006",8814,"EUR",NA,NA,NA,NA,6.99,4.8,NA,NA,NA,35
"2007",236890,"EUR",NA,NA,NA,NA,7.9,3.6,NA,NA,NA,81.5
"2008",111710,"EUR",NA,NA,NA,NA,9.99,4.5,NA,NA,NA,81.5
"2009",649413,"EUR",NA,NA,NA,NA,9.99,4.3,NA,NA,NA,81.5
"2010",10559,"EUR",NA,NA,NA,NA,18.99,3.9,11,NA,NA,22.5
"2011",63369,"EUR",NA,NA,NA,NA,18.9,5,13,NA,NA,122.5
"2012",242305,"EUR",NA,NA,NA,NA,13.99,NA,NA,NA,NA,122.5
"2013",NA,"EUR",NA,NA,NA,NA,21.95,4.9,18,NA,NA,NA
"2014",NA,"EUR",NA,NA,NA,NA,18.99,4.8,34,NA,NA,NA
"2015",NA,"EUR",NA,NA,NA,NA,16.99,NA,NA,NA,NA,NA
"2016",NA,"EUR",NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA
"2017",122,"EUR",NA,NA,NA,NA,8.99,4.5,75,NA,NA,1311.5
"2018",NA,"EUR",NA,NA,NA,NA,7.95,4.8,NA,NA,NA,NA
"2019",NA,"EUR",NA,NA,NA,NA,11.56,4.7,NA,NA,NA,NA
"2020",NA,"EUR",NA,NA,NA,NA,5.99,4.3,55,NA,NA,NA
"2021",NA,"EUR",NA,NA,NA,NA,3.71,3.7,NA,NA,NA,NA
"2022",NA,"EUR",NA,NA,NA,NA,25.61,4.4,NA,NA,NA,NA
"2023",NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA
"2024",NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA
"2025",659527,"EUR",NA,NA,NA,NA,10.11,NA,NA,40.8,"g",122.5
"2026",1920,"EUR",NA,NA,NA,NA,28.95,4.4,288,458,"g",367.5
"2027",NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA
"2028",12715,"EUR",NA,NA,NA,NA,59.9,4.1,32,4.1,"von",122.5
"2029",834,"EUR",NA,NA,NA,NA,16.85,NA,NA,4,"von",526
"2030",NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA
"2031",30174,"EUR",NA,NA,NA,NA,0.01,NA,NA,NA,NA,122.5
"2032",167165,"EUR",NA,NA,NA,NA,29.95,NA,6,118,"g",122.5
"2033",11373,"EUR",NA,NA,NA,NA,10.99,4.1,NA,NA,NA,71.5
"2034",1149,"EUR",NA,NA,NA,NA,14.2,4.6,NA,4.6,"von",325.5
"2035",118710,"EUR",NA,NA,NA,NA,22.99,NA,NA,159,"g",122.5
"2036",NA,"EUR",NA,NA,NA,NA,18.39,NA,NA,NA,NA,NA
"2037",NA,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,NA
"2038",NA,"EUR",NA,NA,NA,NA,NA,3.2,147,NA,NA,NA
"2039",NA,"EUR",NA,NA,NA,NA,20.95,NA,1,NA,NA,NA
"2040",118820,"EUR",NA,NA,NA,NA,8.99,2.9,9,408,"g",73
"2041",NA,"EUR",NA,NA,NA,NA,13.97,4.3,450,NA,NA,NA
"2042",NA,"EUR",NA,NA,NA,NA,10.9,NA,11,NA,NA,NA
"2043",NA,"EUR",NA,NA,NA,NA,8.99,2.9,9,NA,NA,NA
"2044",92845,"EUR",NA,NA,NA,NA,NA,NA,1,NA,NA,122.5
"2045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046",NA,"EUR",NA,NA,NA,NA,15.95,4.8,NA,NA,NA,NA
"2047",NA,"EUR",NA,NA,NA,NA,NA,4.3,301,NA,NA,NA
"2048",NA,"EUR",NA,NA,NA,NA,17.95,NA,2,NA,NA,NA
"2049",366,"EUR","cm",NA,NA,NA,10.97,4.7,147,181,"g",799
"2050",5519,"EUR","cm",NA,NA,NA,NA,4.2,82,227,"g",229
"2051",NA,"EUR",NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA
"2052",NA,"EUR",NA,NA,NA,NA,26.76,4.3,NA,NA,NA,NA
"2053",61731,"EUR",NA,NA,NA,NA,6.99,NA,NA,NA,NA,71.5
"2054",4064,"EUR",NA,NA,NA,NA,26.76,4.3,9,NA,NA,138.5
"2055",NA,"EUR",NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA
"2056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2057",NA,"EUR",NA,NA,NA,NA,23.9,4.3,117,NA,NA,NA
"2058",NA,"EUR",NA,NA,NA,NA,8.9,4.3,18,NA,NA,NA
"2059",834,"EUR",NA,NA,NA,NA,14.85,NA,41,4,"von",526
"2060",33146,"EUR",NA,NA,NA,NA,9.49,4.5,NA,4.5,"von",71.5
"2061",1499566,"EUR",NA,NA,NA,NA,19.99,NA,7,NA,NA,122.5
"2062",659527,"EUR",NA,NA,NA,NA,7.22,NA,NA,18.1,"g",122.5
"2063",24532,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,59
"2064",NA,"EUR",NA,NA,NA,NA,9.99,NA,19,NA,NA,NA
"2065",1246364,"EUR",NA,NA,NA,NA,39.99,NA,NA,NA,NA,73
"2066",NA,"EUR",NA,NA,NA,NA,11.39,4.5,NA,NA,NA,NA
"2067",NA,"EUR",NA,NA,NA,NA,24.95,4.8,108,NA,NA,NA
"2068",13441,"EUR",NA,NA,NA,NA,14.87,2.7,NA,2.7,"von",122.5
"2069",NA,"EUR",NA,NA,NA,NA,23.9,4.3,117,NA,NA,NA
"2070",90194,"EUR",NA,NA,NA,NA,18.99,3.4,5,NA,NA,71.5
"2071",7374,"EUR",NA,NA,NA,NA,9.9,4.3,23,4.3,"von",235
"2072",NA,"EUR",NA,NA,NA,NA,28.49,4.7,NA,NA,NA,NA
"2073",9078,"EUR",NA,NA,NA,NA,33.24,4.3,NA,4.3,"von",43.5
"2074",NA,"EUR",NA,NA,NA,NA,15.9,4.6,38,NA,NA,NA
"2075",NA,"EUR",NA,NA,NA,NA,10.44,4.4,NA,NA,NA,NA
"2076",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"2077",12655,"EUR",NA,NA,NA,NA,18.99,3.8,335,NA,NA,122.5
"2078",NA,"EUR",NA,NA,NA,NA,10.99,3.9,11,NA,NA,NA
"2079",NA,"EUR",NA,NA,NA,NA,7.99,4.6,3,NA,NA,NA
"2080",NA,"EUR",NA,NA,NA,NA,13.95,4.7,NA,NA,NA,NA
"2081",NA,"EUR",NA,NA,NA,NA,16.95,4.9,19,NA,NA,NA
"2082",280428,"EUR",NA,NA,NA,NA,15.95,NA,14,NA,NA,122.5
"2083",NA,"EUR",NA,NA,NA,NA,18.9,NA,13,NA,NA,NA
"2084",234620,"EUR",NA,NA,NA,NA,10.19,4.5,3,NA,NA,122.5
"2085",NA,"EUR",NA,NA,NA,NA,7.22,NA,NA,NA,NA,NA
"2086",NA,"EUR",NA,NA,NA,NA,16.99,NA,5,NA,NA,NA
"2087",NA,"EUR",NA,NA,NA,NA,9.99,4.6,37,NA,NA,NA
"2088",NA,"EUR",NA,NA,NA,NA,19.9,NA,2,NA,NA,NA
"2089",NA,"EUR",NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA
"2090",1155,"EUR",NA,NA,NA,NA,18.04,4.6,NA,4.6,"von",325.5
"2091",5681,"EUR",NA,NA,NA,NA,22.95,3.9,27,3.9,"von",145
"2092",NA,"EUR",NA,NA,NA,NA,9.49,4.4,NA,NA,NA,NA
"2093",335,"EUR",NA,NA,NA,NA,34.99,NA,141,NA,NA,398.5
"2094",NA,"EUR",NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA
"2095",NA,"EUR",NA,NA,NA,NA,18.99,4.7,3,NA,NA,NA
"2096",NA,"EUR",NA,NA,NA,NA,10.99,NA,NA,NA,NA,NA
"2097",NA,"EUR",NA,NA,NA,NA,9.92,NA,468,NA,NA,NA
"2098",NA,"EUR",NA,NA,NA,NA,18.04,3.4,NA,NA,NA,NA
"2099",NA,"EUR",NA,NA,NA,NA,11.49,4.1,81,NA,NA,NA
"2100",NA,"EUR",NA,NA,NA,NA,7.99,NA,1,NA,NA,NA
"2101",NA,"EUR",NA,NA,NA,NA,9.49,4.4,NA,NA,NA,NA
"2102",NA,"EUR",NA,NA,NA,NA,13.29,4.2,NA,NA,NA,NA
"2103",8804,"EUR",NA,NA,NA,NA,16.99,4.4,254,4.4,"von",35
"2104",NA,"EUR",NA,NA,NA,NA,15.95,NA,NA,NA,NA,NA
"2105",NA,"EUR",NA,NA,NA,NA,17.9,NA,7,NA,NA,NA
"2106",428998,"EUR",NA,NA,NA,NA,4.99,NA,4,4,"von",71.5
"2107",27458,"EUR",NA,NA,NA,NA,14.59,NA,2,NA,NA,71.5
"2108",NA,"EUR",NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
"2109",NA,"EUR",NA,NA,NA,NA,17.9,NA,4,NA,NA,NA
"2110",195672,"EUR",NA,NA,NA,NA,8.99,NA,NA,NA,NA,71.5
"2111",269654,"EUR",NA,NA,NA,NA,9.99,NA,1,NA,NA,71.5
"2112",NA,"EUR",NA,NA,NA,NA,14.9,NA,2,NA,NA,NA
"2113",288167,"EUR",NA,NA,NA,NA,14.9,3.9,12,3.9,"von",71.5
"2114",29492,"EUR",NA,NA,NA,NA,12.1,4.8,NA,NA,NA,71.5
"2115",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"2116",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"2117",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"2118",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"2119",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"2120",NA,"EUR",NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA
"2121",NA,"EUR",NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA
"2122",NA,"EUR",NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA
"2123",9389,"EUR",NA,NA,NA,NA,13.99,4.9,24,NA,NA,71.5
"2124",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"2125",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"2126",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"2127",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"2128",270,"EUR",NA,NA,NA,NA,18.95,4.7,NA,408,"g",672.5
"2129",216,"EUR",NA,NA,NA,NA,11.26,4.5,NA,4.5,"von",672.5
"2130",5,"EUR",NA,NA,NA,NA,15.99,4.6,NA,NA,NA,3030
"2131",91691,"EUR",NA,NA,NA,NA,9.6,NA,NA,NA,NA,22.5
"2132",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"2133",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"2134",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"2135",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"2136",2073,"EUR",NA,NA,NA,NA,15.75,4.2,126,4.2,"von",339.5
"2137",153,"EUR",NA,NA,NA,NA,14.97,3.6,35,NA,NA,1141.5
"2138",599,"EUR",NA,NA,NA,NA,13.95,3.9,26,NA,NA,645
"2139",17273,"EUR",NA,NA,NA,NA,34.99,3.3,56,NA,NA,71.5
"2140",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"2141",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"2142",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"2143",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"2144",NA,"EUR",NA,NA,NA,NA,15.19,4.3,NA,NA,NA,NA
"2145",NA,"EUR",NA,NA,NA,NA,2.27,3.7,NA,NA,NA,NA
"2146",NA,"EUR",NA,NA,NA,NA,4.61,4.3,NA,NA,NA,NA
"2147",NA,"EUR",NA,NA,NA,NA,16.95,4.7,237,NA,NA,NA
"2148",NA,"EUR",NA,NA,NA,NA,6.79,NA,19,NA,NA,NA
"2149",NA,"EUR",NA,NA,NA,NA,7.95,4.7,29,NA,NA,NA
"2150",38467,"EUR",NA,NA,NA,NA,10.99,3.9,11,NA,NA,22.5
"2151",NA,"EUR",NA,NA,NA,NA,14.9,4.7,NA,NA,NA,NA
"2152",NA,"EUR",NA,NA,NA,NA,9.99,4.1,3,NA,NA,NA
"2153",NA,"EUR",NA,NA,NA,NA,21.9,4.3,NA,NA,NA,NA
"2154",NA,"EUR",NA,NA,NA,NA,13.99,NA,8,NA,NA,NA
"2155",172,"EUR",NA,NA,NA,NA,5.41,4.4,46,NA,NA,904
"2156",NA,"EUR",NA,NA,NA,NA,11.39,4.5,NA,NA,NA,NA
"2157",3851,NA,NA,NA,NA,NA,NA,4.5,52,NA,NA,77.5
"2158",8902,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,55
"2159",NA,"EUR",NA,NA,NA,NA,13.21,4.9,NA,NA,NA,NA
"2160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161",NA,"EUR",NA,NA,NA,NA,9.99,NA,19,NA,NA,NA
"2162",111273,"EUR",NA,NA,NA,NA,7.99,4.6,3,NA,NA,22.5
"2163",NA,"EUR",NA,NA,NA,NA,11.56,4.7,NA,NA,NA,NA
"2164",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"2165",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"2166",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"2167",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"2168",NA,"EUR",NA,NA,NA,NA,6.99,4.6,429,NA,NA,NA
"2169",1373,"EUR",NA,NA,NA,NA,19.95,NA,NA,NA,NA,275
"2170",2776,"EUR",NA,NA,NA,NA,12.99,4.3,222,NA,NA,367.5
"2171",121,"EUR",NA,NA,NA,NA,10.99,3.9,114,422,"g",1311.5
"2172",106501,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,122.5
