"","bsr","currency","dim_unit","dim_x","dim_y","dim_z","price","reviews","reviews_count","weight","weight_unit","sales"
"334",1898,"EUR",NA,NA,NA,NA,14.95,4.8,39,NA,NA,339.5
"335",NA,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,NA
"336",NA,"EUR",NA,NA,NA,NA,9.9,4.3,23,NA,NA,NA
"337",28447,"EUR",NA,NA,NA,NA,14.9,5,4,NA,NA,71.5
"338",NA,"EUR",NA,NA,NA,NA,29.99,NA,9,NA,NA,NA
"339",NA,"EUR",NA,NA,NA,NA,29.99,4.1,17,NA,NA,NA
"340",NA,"EUR",NA,NA,NA,NA,23.9,NA,10,NA,NA,NA
"341",NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA
"342",NA,"EUR",NA,NA,NA,NA,16.5,4.7,8.195,NA,NA,NA
"343",NA,"EUR",NA,NA,NA,NA,13.99,NA,8,NA,NA,NA
"344",NA,"EUR",NA,NA,NA,NA,19.95,NA,8,NA,NA,NA
"345",NA,"EUR",NA,NA,NA,NA,15.8,NA,4,NA,NA,NA
"346",39058,"EUR",NA,NA,NA,NA,21.95,4.9,18,NA,NA,122.5
"347",NA,"EUR",NA,NA,NA,NA,12.99,NA,NA,NA,NA,NA
"348",364332,"EUR",NA,NA,NA,NA,17.95,4.9,9,NA,NA,122.5
"349",NA,"EUR",NA,NA,NA,NA,16.99,4.8,9,NA,NA,NA
"350",NA,"EUR",NA,NA,NA,NA,18.99,4.8,34,NA,NA,NA
"351",NA,"EUR",NA,NA,NA,NA,15.39,4.6,18,NA,NA,NA
"352",NA,"EUR",NA,NA,NA,NA,14.9,4.6,NA,NA,NA,NA
"353",316,"EUR",NA,NA,NA,NA,16.9,5,3,NA,NA,930.5
"354",NA,"EUR",NA,NA,NA,NA,29.99,NA,86,NA,NA,NA
"355",NA,"EUR",NA,NA,NA,NA,12.99,4.3,75,NA,NA,NA
"356",NA,"EUR",NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA
"357",NA,"EUR",NA,NA,NA,NA,14.99,4.8,8,NA,NA,NA
"358",NA,"EUR",NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA
"359",NA,"EUR",NA,NA,NA,NA,38.9,NA,7,NA,NA,NA
"360",NA,"EUR",NA,NA,NA,NA,13.99,NA,NA,NA,NA,NA
"361",37761,"EUR",NA,NA,NA,NA,16.9,NA,34,118,"g",122.5
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",275733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"364",14620,"EUR",NA,NA,NA,NA,12.99,4.4,15,249,"g",122.5
"365",NA,"EUR",NA,NA,NA,NA,8.98,NA,NA,NA,NA,NA
"366",NA,"EUR",NA,NA,NA,NA,8.98,NA,NA,NA,NA,NA
"367",NA,"EUR",NA,NA,NA,NA,0,4.3,50,NA,NA,NA
"368",NA,"EUR",NA,NA,NA,NA,NA,4.6,171,NA,NA,NA
"369",435,"EUR",NA,NA,NA,NA,9.99,4.6,NA,NA,NA,309
"370",2,"EUR",NA,NA,NA,NA,0,4.5,NA,NA,NA,2430
"371",142893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",NA,"EUR",NA,NA,NA,NA,20.95,NA,1,NA,NA,NA
"374",271268,"EUR",NA,NA,NA,NA,32.6,4.1,72,NA,NA,73
"375",NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA
"376",149454,"EUR",NA,NA,NA,NA,22.5,5,1,NA,NA,73
"377",2,"EUR","cm",NA,NA,NA,19.97,4.6,2,240,"g",3240
"378",316832,"EUR",NA,NA,NA,NA,34.9,4.5,NA,NA,NA,73
"379",NA,"EUR",NA,NA,NA,NA,24.9,4.3,NA,NA,NA,NA
"380",154857,"EUR",NA,NA,NA,NA,21.99,NA,NA,181,"g",35
"381",NA,"EUR",NA,NA,NA,NA,31.49,4.5,149,NA,NA,NA
"382",6529,"EUR",NA,NA,NA,NA,35.29,4.1,NA,762,"g",145
"383",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"384",154592,"EUR",NA,NA,NA,NA,25.9,NA,NA,NA,NA,73
"385",NA,"EUR",NA,NA,NA,NA,22.97,4.7,529,NA,NA,NA
"386",NA,"EUR",NA,NA,NA,NA,20.59,4.3,899,NA,NA,NA
"387",NA,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,NA
"388",NA,"EUR",NA,NA,NA,NA,21.99,4.5,12,NA,NA,NA
"389",5283,"EUR",NA,NA,NA,NA,15.95,4.8,56,222,"g",145
"390",NA,"EUR",NA,NA,NA,NA,17.99,4.5,59,NA,NA,NA
"391",344974,"EUR",NA,NA,NA,NA,8.9,NA,4,59,"g",22.5
"392",NA,"EUR",NA,NA,NA,NA,6.9,3.5,NA,NA,NA,NA
"393",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"394",22,"EUR",NA,NA,NA,NA,17.18,4.3,600,408,"g",3030
"395",124,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,1311.5
"396",38,"EUR",NA,NA,NA,NA,22.49,4.4,NA,NA,NA,3030
"397",11200,"EUR",NA,NA,NA,NA,29.9,NA,15,NA,NA,22.5
"398",NA,"EUR",NA,NA,NA,NA,6.9,NA,2,NA,NA,NA
"399",NA,"EUR",NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
"400",NA,"EUR",NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"401",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"402",NA,"EUR",NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"403",NA,"EUR",NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA
"404",NA,"EUR",NA,NA,NA,NA,8.9,4.3,18,NA,NA,NA
"405",1503,"EUR",NA,NA,NA,NA,18.99,4.7,NA,4.7,"von",135
"406",73517,"EUR",NA,NA,NA,NA,11.78,4.8,6,4.8,"von",43.5
"407",3144,"EUR",NA,NA,NA,NA,3.99,4.2,40,NA,NA,135
"408",81141,"EUR",NA,NA,NA,NA,11.99,NA,NA,NA,NA,43.5
"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",1,"EUR",NA,NA,NA,NA,8.54,4.6,NA,4.6,"von",4770
"411",85,"EUR",NA,NA,NA,NA,11.99,4.4,NA,4.4,"von",832
"412",196,"EUR",NA,NA,NA,NA,12.99,4.3,NA,NA,NA,636
"413",1215,"EUR",NA,NA,NA,NA,17.5,4.5,57,NA,NA,159.5
"414",97,"EUR",NA,NA,NA,NA,14.98,4.6,214,NA,NA,1182
"415",2832,"EUR",NA,NA,NA,NA,11.95,4.1,NA,81.6,"g",198.5
"416",31322,NA,NA,NA,NA,NA,NA,4,41,NA,NA,22.5
"417",3448,"EUR",NA,NA,NA,NA,11.99,3.6,27,NA,NA,77.5
"418",NA,"EUR",NA,NA,NA,NA,11.99,NA,NA,NA,NA,NA
"419",NA,"EUR",NA,NA,NA,NA,10.17,NA,NA,NA,NA,NA
"420",NA,"EUR",NA,NA,NA,NA,11.99,NA,NA,NA,NA,NA
"421",NA,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,NA
"422",NA,"EUR",NA,NA,NA,NA,14.99,NA,NA,NA,NA,NA
"423",72970,"EUR",NA,NA,NA,NA,11.99,NA,NA,141,"g",122.5
"424",804350,"EUR",NA,NA,NA,NA,25.95,NA,3,200,"g",122.5
"425",NA,"EUR",NA,NA,NA,NA,12.24,NA,NA,NA,NA,NA
"426",218874,"EUR",NA,NA,NA,NA,19,NA,NA,NA,NA,71.5
"427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",13797,"EUR",NA,NA,NA,NA,34.99,4.5,NA,NA,NA,81.5
"429",82565,"EUR",NA,NA,NA,NA,26,NA,NA,NA,NA,81.5
"430",648,"EUR",NA,NA,NA,NA,NA,NA,6,5,"von",487.5
"431",44410,"EUR",NA,NA,NA,NA,28,NA,NA,NA,NA,81.5
"432",NA,"EUR",NA,NA,NA,NA,36.95,NA,NA,NA,NA,NA
"433",587474,"EUR",NA,NA,NA,NA,20.95,NA,NA,5,"Oktober",122.5
"434",NA,"EUR",NA,NA,NA,NA,18.71,NA,NA,NA,NA,NA
"435",40265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"436",123611,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"437",28045,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"438",143,"EUR",NA,NA,NA,NA,21.92,4.3,NA,662,"g",1536.5
"439",83,"EUR",NA,NA,NA,NA,9.99,3.9,852,798,"g",1407
"440",1088,"EUR",NA,NA,NA,NA,42.3,4.2,NA,1.1,"Kg",421
"441",1623,"EUR",NA,NA,NA,NA,22.99,3.7,104,1.2,"Kg",367.5
"442",NA,"EUR",NA,NA,NA,NA,23.99,NA,NA,NA,NA,NA
"443",NA,"EUR",NA,NA,NA,NA,25.99,NA,NA,NA,NA,NA
"444",49354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"445",21988,"EUR",NA,NA,NA,NA,29.9,NA,75,4,"von",71.5
"446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",34679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"448",65206,NA,NA,NA,NA,NA,NA,4,26,NA,NA,71.5
"449",NA,"EUR",NA,NA,NA,NA,NA,4.3,28,NA,NA,NA
"450",3697,NA,NA,NA,NA,NA,NA,4.8,27,NA,NA,79
"451",NA,"EUR",NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"452",NA,"EUR",NA,NA,NA,NA,24.99,4.2,144,NA,NA,NA
"453",NA,"EUR",NA,NA,NA,NA,36.9,NA,NA,NA,NA,NA
"454",19822,"EUR",NA,NA,NA,NA,14.95,4.8,108,59,"g",122.5
"455",94,NA,NA,NA,NA,NA,NA,4.6,36,NA,NA,1407
"456",53627,"EUR",NA,NA,NA,NA,3.99,NA,NA,NA,NA,122.5
"457",13023,"EUR",NA,NA,NA,NA,23.48,5,1,5,"von",122.5
"458",35688,NA,NA,NA,NA,NA,NA,5,2,NA,NA,59
"459",25501,"EUR",NA,NA,NA,NA,12.99,4.3,10,159,"g",122.5
"460",372279,"EUR",NA,NA,NA,NA,16.99,NA,2,NA,NA,81.5
"461",413034,"EUR",NA,NA,NA,NA,5.99,NA,NA,NA,NA,122.5
"462",NA,"EUR",NA,NA,NA,NA,8.55,NA,NA,NA,NA,NA
"463",NA,"EUR",NA,NA,NA,NA,13.21,4.9,NA,NA,NA,NA
"464",NA,"EUR",NA,NA,NA,NA,24.95,NA,NA,NA,NA,NA
"465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",4629,NA,NA,NA,NA,NA,NA,4.2,28,191,"g",193.5
"467",NA,"EUR",NA,NA,NA,NA,NA,4.3,301,NA,NA,NA
"468",NA,"EUR",NA,NA,NA,NA,29.99,4.6,50,NA,NA,NA
"469",205228,"EUR",NA,NA,NA,NA,25.7,NA,14,NA,NA,122.5
"470",237716,"EUR",NA,NA,NA,NA,18.77,3.8,10,NA,NA,122.5
"471",37110,"EUR",NA,NA,NA,NA,19.95,4.2,NA,4.2,"von",35
"472",42574,"EUR",NA,NA,NA,NA,19.99,NA,NA,NA,NA,122.5
"473",515080,"EUR",NA,NA,NA,NA,10.49,NA,NA,NA,NA,122.5
"474",NA,"EUR",NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA
"475",NA,"EUR",NA,NA,NA,NA,5.99,NA,NA,NA,NA,NA
"476",NA,"EUR",NA,NA,NA,NA,14.95,NA,NA,NA,NA,NA
"477",NA,"EUR",NA,NA,NA,NA,13.95,NA,NA,NA,NA,NA
"478",NA,"EUR",NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"479",NA,"EUR",NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
"480",NA,"EUR",NA,NA,NA,NA,12.49,NA,NA,NA,NA,NA
"481",20,"EUR",NA,NA,NA,NA,NA,4.4,165,NA,NA,2430
"482",19,"EUR",NA,NA,NA,NA,NA,4.2,579,NA,NA,1410
"483",31,"EUR",NA,NA,NA,NA,NA,4.7,226,NA,NA,1410
"484",303,"EUR",NA,NA,NA,NA,NA,3.7,39,NA,NA,559
"485",422377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"486",347366,"EUR",NA,NA,NA,NA,10.99,NA,4,59,"g",122.5
"487",185027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"488",385606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"489",1414008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5
"490",1748921,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,35
"491",NA,"EUR",NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA
"492",2079262,"EUR",NA,NA,NA,NA,10.32,NA,NA,NA,NA,122.5
"493",3416,"EUR",NA,NA,NA,NA,19.9,4.6,50,NA,NA,79
"494",NA,"EUR",NA,NA,NA,NA,0,3.5,3,NA,NA,NA
"495",73,"EUR",NA,NA,NA,NA,14.99,4.5,259,NA,NA,1077.5
"496",2574,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,155
"497",1704,"EUR",NA,NA,NA,NA,3.99,4.4,NA,81.6,"g",367.5
"498",6474,"EUR",NA,NA,NA,NA,14.95,4.2,NA,4.2,"von",145
"499",11107,"EUR",NA,NA,NA,NA,12.99,3.7,NA,NA,NA,122.5
"500",3486,"EUR",NA,NA,NA,NA,19.74,4.7,NA,NA,NA,193.5
"501",5276,"EUR",NA,NA,NA,NA,10.2,4.3,96,NA,NA,145
"502",358,"EUR",NA,NA,NA,NA,3.99,4.4,NA,59,"g",930.5
"503",1862,"EUR",NA,NA,NA,NA,7.95,3.9,175,3.9,"von",367.5
"504",NA,"EUR",NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA
"505",13927,"EUR",NA,NA,NA,NA,21.9,4.3,42,322,"g",122.5
"506",134,"EUR",NA,NA,NA,NA,NA,4.7,102,4.7,"von",1024
"507",4845,"EUR",NA,NA,NA,NA,34.99,4.8,NA,1.3,"Kg",193.5
"508",11194,"EUR",NA,NA,NA,NA,36.31,4.7,31,1.3,"Kg",122.5
"509",15887,"EUR",NA,NA,NA,NA,24.9,NA,1,NA,NA,35
"510",NA,"EUR",NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA
"511",50425,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,35
"512",61467,"EUR",NA,NA,NA,NA,32.9,NA,NA,NA,NA,35
"513",60308,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,35
"514",61676,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,35
"515",NA,"EUR",NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA
"516",87526,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,35
"517",112362,"EUR",NA,NA,NA,NA,25.9,NA,NA,NA,NA,35
"518",124970,"EUR",NA,NA,NA,NA,25.9,NA,NA,NA,NA,35
"519",14,"EUR",NA,NA,NA,NA,0,4.4,NA,NA,NA,2430
"520",6973,NA,NA,NA,NA,NA,NA,4.7,28,NA,NA,210.5
"521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",49530,"EUR",NA,NA,NA,NA,8.99,4.6,NA,NA,NA,81.5
"523",NA,"EUR",NA,NA,NA,NA,0,4.9,NA,NA,NA,NA
"524",9761,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,35
"525",344495,"EUR",NA,NA,NA,NA,6.99,4.1,NA,NA,NA,81.5
"526",NA,"EUR",NA,NA,NA,NA,12.99,NA,NA,NA,NA,NA
"527",376535,"EUR",NA,NA,NA,NA,14.85,NA,NA,NA,NA,122.5
"528",21,"EUR",NA,NA,NA,NA,13.49,4.6,812,821,"g",3240
"529",9505,"",NA,NA,NA,NA,NA,4.6,4,340,"g",122.5
"530",NA,"EUR",NA,NA,NA,NA,33.99,NA,NA,NA,NA,NA
"531",NA,"EUR",NA,NA,NA,NA,28.89,4.6,31,NA,NA,NA
"532",285487,"EUR",NA,NA,NA,NA,0.99,NA,NA,NA,NA,122.5
"533",49687,"EUR",NA,NA,NA,NA,29,4.3,9,NA,NA,35
"534",NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA
"535",28281,NA,NA,NA,NA,NA,NA,4.5,16,NA,NA,35
"536",NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA
"537",23420,NA,NA,NA,NA,NA,NA,4.5,149,558,"g",35
"538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",NA,"EUR",NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA
"540",10264,NA,NA,NA,NA,NA,NA,4.5,149,522,"g",35
"541",NA,"EUR",NA,NA,NA,NA,13.9,4.5,50,NA,NA,NA
"542",NA,"EUR",NA,NA,NA,NA,12.9,2.8,5,NA,NA,NA
"543",2247060,"EUR",NA,NA,NA,NA,24.85,NA,NA,NA,NA,122.5
"544",NA,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,NA
"545",22573,"EUR",NA,NA,NA,NA,34.9,NA,NA,NA,NA,40.5
"546",279873,"EUR",NA,NA,NA,NA,4.92,NA,NA,NA,NA,35
"547",153233,"EUR",NA,NA,NA,NA,9.99,5,6,NA,NA,122.5
"548",29061,"EUR",NA,NA,NA,NA,6.9,5,1,NA,NA,71.5
"549",NA,"EUR",NA,NA,NA,NA,10.99,NA,NA,NA,NA,NA
"550",NA,"EUR",NA,NA,NA,NA,39.9,NA,NA,NA,NA,NA
"551",9884,"EUR",NA,NA,NA,NA,18.99,4.7,3,NA,NA,71.5
"552",NA,"EUR",NA,NA,NA,NA,14.9,4.7,45,NA,NA,NA
"553",283,"EUR",NA,NA,NA,NA,29.9,4.6,NA,NA,NA,448
"554",273757,"EUR",NA,NA,NA,NA,25,NA,NA,NA,NA,81.5
"555",2118,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,245
"556",41420,"EUR",NA,NA,NA,NA,22.9,4.3,NA,NA,NA,81.5
"557",2326,"EUR",NA,NA,NA,NA,11.76,4.3,NA,NA,NA,367.5
"558",7824,"EUR",NA,NA,NA,NA,9.25,NA,22,NA,NA,122.5
"559",2139,"EUR",NA,NA,NA,NA,17.84,3.8,NA,3.8,"von",367.5
"560",50,"EUR",NA,NA,NA,NA,1.79,4.3,37,NA,NA,2430
"561",NA,"EUR",NA,NA,NA,NA,9.9,NA,1,NA,NA,NA
"562",NA,"EUR",NA,NA,NA,NA,19.95,NA,NA,NA,NA,NA
"563",89349,"EUR",NA,NA,NA,NA,9.9,NA,NA,NA,NA,71.5
"564",175710,"EUR",NA,NA,NA,NA,11.95,NA,NA,NA,NA,122.5
"565",659527,"EUR",NA,NA,NA,NA,7.9,NA,NA,40.8,"g",122.5
"566",40678,"EUR",NA,NA,NA,NA,7.95,NA,1,NA,NA,59
"567",9,"EUR",NA,NA,NA,NA,10.99,4.3,NA,NA,NA,2430
"568",177494,"EUR",NA,NA,NA,NA,18.95,NA,NA,NA,NA,59
"569",10,"EUR",NA,NA,NA,NA,6.99,4.6,429,NA,NA,3030
"570",1232,"EUR",NA,NA,NA,NA,7.28,4.2,NA,81.6,"g",239
"571",103,"EUR","cm",NA,NA,NA,8.5,3.7,NA,13.6,"g",1311.5
"572",53,"EUR",NA,NA,NA,NA,198.86,4.6,411,340,"g",1182
"573",NA,"EUR",NA,NA,NA,NA,5,3.4,NA,NA,NA,NA
"574",595,"EUR",NA,NA,NA,NA,32.78,4.7,NA,NA,NA,561.5
"575",1118,"EUR",NA,NA,NA,NA,26.98,4.6,NA,NA,NA,271
"576",341471,"EUR",NA,NA,NA,NA,13.5,NA,NA,NA,NA,40.5
"577",358069,"EUR",NA,NA,NA,NA,12.9,NA,NA,NA,NA,122.5
"578",NA,"EUR",NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA
"579",881709,NA,NA,NA,NA,NA,NA,NA,NA,181,"g",122.5
"580",2056868,"EUR",NA,NA,NA,NA,6.87,NA,NA,NA,NA,122.5
"581",NA,"EUR",NA,NA,NA,NA,10.44,4.4,NA,NA,NA,NA
"582",47191,"EUR",NA,NA,NA,NA,8.6,4.7,6,NA,NA,40.5
"583",47012,"EUR",NA,NA,NA,NA,15.8,3.3,3,3.3,"von",40.5
"584",NA,"EUR",NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA
"585",168460,"EUR",NA,NA,NA,NA,17.9,NA,NA,NA,NA,40.5
"586",274490,"EUR",NA,NA,NA,NA,17.9,NA,NA,NA,NA,40.5
"587",99,"EUR",NA,NA,NA,NA,18.01,4.3,NA,1.1,"Kg",1407
"588",219,"EUR",NA,NA,NA,NA,15.95,3.9,548,NA,NA,885
"589",NA,"EUR",NA,NA,NA,NA,14.9,NA,NA,NA,NA,NA
"590",2163,"EUR",NA,NA,NA,NA,37.99,4.3,10,NA,NA,155
"591",69271,"EUR",NA,NA,NA,NA,19.9,NA,NA,NA,NA,40.5
"592",NA,"EUR",NA,NA,NA,NA,17.9,NA,6,NA,NA,NA
"593",35947,NA,NA,NA,NA,NA,NA,4.8,12,NA,NA,40.5
"594",NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA
"595",NA,"EUR",NA,NA,NA,NA,15.95,4.8,56,NA,NA,NA
"596",NA,"EUR",NA,NA,NA,NA,19.66,4.2,NA,NA,NA,NA
"597",NA,"EUR",NA,NA,NA,NA,18.99,4.7,NA,NA,NA,NA
"598",1173,"EUR",NA,NA,NA,NA,NA,4.3,301,NA,NA,355
"599",35890,NA,NA,NA,NA,NA,NA,4.5,12,NA,NA,35
"600",16639,"EUR",NA,NA,NA,NA,8.99,4.2,17,NA,NA,71.5
"601",91023,"EUR",NA,NA,NA,NA,9.9,NA,NA,NA,NA,71.5
"602",181262,"EUR",NA,NA,NA,NA,17.9,5,4,5,"von",71.5
"603",82202,"EUR",NA,NA,NA,NA,8.94,NA,NA,NA,NA,71.5
"604",649809,"EUR",NA,NA,NA,NA,13.99,NA,NA,NA,NA,35
"605",659527,"EUR",NA,NA,NA,NA,11.21,NA,NA,18.1,"g",122.5
"606",52636,"EUR",NA,NA,NA,NA,9.99,5,4,NA,NA,122.5
"607",37,"EUR",NA,NA,NA,NA,34.8,4.3,1,2.2,"Kg",3240
"608",352,"EUR",NA,NA,NA,NA,27.12,3.9,1,1.7,"Kg",930.5
"609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA
"611",33065,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,71.5
"612",NA,NA,NA,NA,NA,NA,NA,4.5,851,NA,NA,NA
"613",NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA
"614",96,NA,NA,NA,NA,NA,NA,4.6,NA,4.6,"von",1077.5
"615",118,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,762.5
"616",611,"EUR",NA,NA,NA,NA,7.71,3.7,656,3.7,"von",525
"617",27,"EUR",NA,NA,NA,NA,49.99,4.3,NA,4.3,"von",3990
"618",295,"EUR",NA,NA,NA,NA,70.89,3.9,NA,NA,NA,910
"619",58,"EUR",NA,NA,NA,NA,44.99,4.2,NA,4.2,"von",1486.5
"620",1054,"EUR",NA,NA,NA,NA,62.89,4,1,NA,NA,378.5
"621",1558,"EUR",NA,NA,NA,NA,41.99,4.4,140,NA,NA,367.5
"622",42131,NA,NA,NA,NA,NA,NA,4.5,44,NA,NA,122.5
"623",14214,"EUR",NA,NA,NA,NA,12.99,4.3,NA,NA,NA,59
"624",10220,"EUR",NA,NA,NA,NA,1.8,NA,4,NA,NA,35
"625",NA,"EUR",NA,NA,NA,NA,NA,3.2,147,NA,NA,NA
"626",24017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"627",NA,"EUR",NA,NA,NA,NA,10.9,2.7,3,NA,NA,NA
"628",333,"EUR",NA,NA,NA,NA,16.9,NA,1,NA,NA,930.5
"629",NA,"EUR",NA,NA,NA,NA,16.9,4.5,8,NA,NA,NA
"630",NA,"EUR",NA,NA,NA,NA,11.99,NA,1,NA,NA,NA
"631",NA,"EUR",NA,NA,NA,NA,10.99,4.7,27,NA,NA,NA
"632",NA,"EUR",NA,NA,NA,NA,8.89,NA,NA,NA,NA,NA
"633",25205,"EUR",NA,NA,NA,NA,17.99,4.8,12,118,"g",122.5
"634",16535,"EUR",NA,NA,NA,NA,15.95,5,6,NA,NA,122.5
"635",NA,"EUR",NA,NA,NA,NA,8.99,4.4,15,NA,NA,NA
"636",62842,NA,NA,NA,NA,NA,NA,4.5,26,NA,NA,81.5
"637",12160,"EUR",NA,NA,NA,NA,14.95,NA,NA,NA,NA,81.5
"638",47157,"EUR",NA,NA,NA,NA,5.99,4.5,NA,NA,NA,81.5
"639",29,"EUR",NA,NA,NA,NA,0,4.4,NA,NA,NA,1665
"640",139901,"EUR",NA,NA,NA,NA,22,NA,NA,NA,NA,71.5
"641",139006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5
"642",4349,"EUR",NA,NA,NA,NA,16.99,4.4,NA,NA,NA,114
"643",231,"EUR",NA,NA,NA,NA,4.41,4.5,NA,NA,NA,672.5
"644",177774,"EUR",NA,NA,NA,NA,13.9,NA,3,NA,NA,122.5
"645",15737,"EUR",NA,NA,NA,NA,31.57,NA,NA,NA,NA,122.5
"646",NA,"EUR",NA,NA,NA,NA,9.99,3.6,14,NA,NA,NA
"647",220721,"EUR",NA,NA,NA,NA,8.79,NA,2,NA,NA,35
"648",155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5
"649",NA,"EUR",NA,NA,NA,NA,16.95,NA,NA,NA,NA,NA
"650",524803,"EUR",NA,NA,NA,NA,7.99,NA,1,NA,NA,22.5
"651",406587,"EUR",NA,NA,NA,NA,9.25,NA,NA,NA,NA,22.5
"652",92129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5
"653",NA,"EUR",NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA
"654",659527,"EUR",NA,NA,NA,NA,6.73,NA,NA,18.1,"g",122.5
"655",NA,"EUR",NA,NA,NA,NA,25.5,NA,2,NA,NA,NA
"656",18563,"EUR",NA,NA,NA,NA,18.95,NA,31,4,"von",71.5
"657",21204,"EUR",NA,NA,NA,NA,14.9,NA,4,31.8,"g",22.5
"658",585,"EUR",NA,NA,NA,NA,12.26,4.8,NA,4.9,"von",682.5
"659",2224,"EUR",NA,NA,NA,NA,9.01,4.5,NA,4.5,"von",367.5
"660",14,"EUR",NA,NA,NA,NA,0.86,4.6,NA,NA,NA,3990
"661",6854,"EUR",NA,NA,NA,NA,11.8,NA,8,5,"von",145
"662",19822,"EUR",NA,NA,NA,NA,24.95,4.8,108,40.8,"g",122.5
"663",NA,"EUR",NA,NA,NA,NA,15.95,4.8,NA,NA,NA,NA
"664",56558,"EUR",NA,NA,NA,NA,11.95,5,19,NA,NA,122.5
"665",NA,"EUR",NA,NA,NA,NA,21.99,4.2,71,NA,NA,NA
"666",178467,"EUR",NA,NA,NA,NA,15.95,5,13,NA,NA,122.5
"667",66920,"EUR",NA,NA,NA,NA,13.95,4.9,13,NA,NA,122.5
"668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
